status,latitude,longitude,temperature,is_weekend,hour
1.375,39.919614,116.451179,9.0,0,19
1.57895,39.992258,116.484573,9.0,0,19
1.55556,39.880608,116.466821,9.0,0,19
1.20833,39.919614,116.451179,9.0,0,19
1.42105,39.992258,116.484573,9.0,0,19
1.0,39.880608,116.466821,9.0,0,19
1.42105,39.992258,116.484573,9.0,0,19
1.0,39.880608,116.466821,9.0,0,19
1.08333,39.919614,116.451179,9.0,0,19
1.0,39.919614,116.451179,9.0,0,19
1.0,39.880608,116.466821,5.0,0,10
1.04167,39.919614,116.451179,5.0,0,10
1.5,39.992258,116.484573,5.0,0,10
1.0,39.919614,116.451179,5.0,0,11
1.26316,39.992258,116.484573,5.0,0,11
1.0,39.880608,116.466821,5.0,0,11
1.125,39.919614,116.451179,5.0,0,11
1.15789,39.992258,116.484573,5.0,0,11
1.0,39.880608,116.466821,5.0,0,11
1.0,39.919614,116.451179,5.0,0,11
1.0,39.919614,116.451179,5.0,0,11
1.0,39.880608,116.466821,5.0,0,11
1.3,39.992258,116.484573,5.0,0,11
1.04167,39.919614,116.451179,5.0,0,12
1.31579,39.992258,116.484573,5.0,0,12
1.125,39.880608,116.466821,5.0,0,12
1.04167,39.919614,116.451179,5.0,0,12
1.47619,39.992258,116.484573,5.0,0,12
1.0,39.880608,116.466821,5.0,0,12
1.0,26.58533,106.720074,16.0,0,12
1.13333,26.586553,106.707252,16.0,0,12
1.04167,39.919614,116.451179,6.0,0,12
1.0,39.880608,116.466821,6.0,0,12
1.54545,39.992258,116.484573,6.0,0,12
1.05882,26.58533,106.720074,16.0,0,13
1.06667,26.586553,106.707252,16.0,0,13
1.0,39.880608,116.466821,6.0,0,13
1.59091,39.992258,116.484573,6.0,0,13
1.04167,39.919614,116.451179,6.0,0,13
1.05882,26.58533,106.720074,16.0,0,13
1.14286,26.586553,106.707252,16.0,0,13
1.0,26.586553,106.707252,16.0,0,13
1.0625,39.919614,116.451179,6.0,0,13
1.54545,39.992258,116.484573,6.0,0,13
1.0,39.880608,116.466821,6.0,0,13
1.0,39.919614,116.451179,6.0,0,13
1.13333,26.586553,106.707252,16.0,0,13
1.33333,26.58533,106.720074,16.0,0,13
1.4,39.992258,116.484573,8.0,0,14
1.0,39.880608,116.466821,8.0,0,14
1.08333,39.919614,116.451179,8.0,0,14
1.0,26.586553,106.707252,16.0,0,14
1.16667,26.58533,106.720074,16.0,0,14
1.25,39.919614,116.451179,8.0,0,14
1.26316,39.992258,116.484573,8.0,0,14
1.0,39.880608,116.466821,8.0,0,14
1.1,26.586553,106.707252,16.0,0,14
1.22222,26.58533,106.720074,16.0,0,14
1.31579,39.992258,116.484573,8.0,0,14
1.0,39.880608,116.466821,8.0,0,14
1.25,39.919614,116.451179,8.0,0,14
1.11765,26.58533,106.720074,17.0,0,14
1.03333,26.586553,106.707252,17.0,0,14
1.0,39.880608,116.466821,8.0,0,15
1.25,39.919614,116.451179,8.0,0,15
1.59091,39.992258,116.484573,8.0,0,15
1.16667,26.586553,106.707252,17.0,0,15
1.11765,26.58533,106.720074,17.0,0,15
1.20833,39.919614,116.451179,8.0,0,15
1.54545,39.992258,116.484573,8.0,0,15
1.0,39.880608,116.466821,8.0,0,15
1.1,26.586553,106.707252,17.0,0,15
1.22222,26.58533,106.720074,17.0,0,15
1.25,39.880608,116.466821,8.0,0,15
1.5,39.919614,116.451179,8.0,0,15
1.54545,39.992258,116.484573,8.0,0,15
1.09091,26.58533,106.720074,17.0,0,15
1.0,26.58533,106.720074,18.0,0,15
1.25806,26.586553,106.707252,18.0,0,15
1.55556,26.600023,106.711234,18.0,0,15
1.125,39.880608,116.466821,10.0,0,16
1.29167,39.919614,116.451179,10.0,0,16
1.59091,39.992258,116.484573,10.0,0,16
1.11765,26.58533,106.720074,18.0,0,16
1.21875,26.586553,106.707252,18.0,0,16
1.1875,26.600023,106.711234,18.0,0,16
1.65,39.992258,116.484573,10.0,0,16
1.375,39.880608,116.466821,10.0,0,16
1.25,39.919614,116.451179,10.0,0,16
1.23333,26.586553,106.707252,18.0,0,16
1.44444,26.58533,106.720074,18.0,0,16
1.33333,26.600023,106.711234,18.0,0,16
1.5,39.992258,116.484573,10.0,0,16
2.0,39.880608,116.466821,10.0,0,16
1.33333,39.919614,116.451179,10.0,0,16
1.2,26.586553,106.707252,17.0,0,16
1.375,26.600023,106.711234,17.0,0,16
1.36842,26.58533,106.720074,17.0,0,16
1.77273,39.992258,116.484573,9.0,0,17
1.66667,39.880608,116.466821,9.0,0,17
1.25,39.919614,116.451179,9.0,0,17
1.58065,26.586553,106.707252,17.0,0,17
1.61111,26.58533,106.720074,17.0,0,17
1.0,26.600023,106.711234,17.0,0,17
2.07143,26.600023,106.711234,17.0,0,17
1.36364,39.919614,116.451179,9.0,0,17
1.0,39.919614,116.451179,9.0,0,17
2.1875,39.992258,116.484573,9.0,0,17
1.53333,26.600023,106.711234,17.0,0,17
1.51613,26.586553,106.707252,17.0,0,17
1.57895,26.58533,106.720074,17.0,0,17
1.86364,26.58533,106.720074,17.0,0,17
1.78125,26.586553,106.707252,17.0,0,17
2.05882,26.600023,106.711234,17.0,0,17
2.23529,26.600023,106.711234,17.0,0,18
1.94286,26.586553,106.707252,17.0,0,18
2.0,26.58533,106.720074,17.0,0,18
1.66667,39.919614,116.451179,9.0,0,18
1.76471,26.586553,106.707252,17.0,0,18
2.0,26.58533,106.720074,17.0,0,18
2.0,39.880608,116.466821,9.0,0,18
2.0625,26.600023,106.711234,17.0,0,18
1.85714,39.992258,116.484573,9.0,0,18
2.05263,26.586553,106.707252,17.0,0,18
2.25,39.992258,116.484573,9.0,0,18
1.75,39.919614,116.451179,9.0,0,18
2.0,26.58533,106.720074,17.0,0,18
2.22222,26.600023,106.711234,17.0,0,18
1.55882,26.586553,106.707252,15.0,0,18
1.89474,26.58533,106.720074,15.0,0,18
1.25,26.600023,106.711234,15.0,0,18
1.83333,26.600023,106.711234,15.0,0,18
1.94737,39.992258,116.484573,8.0,0,19
1.5,39.880608,116.466821,8.0,0,19
1.375,39.919614,116.451179,8.0,0,19
1.56667,26.586553,106.707252,15.0,0,19
1.8,26.58533,106.720074,15.0,0,19
1.70588,26.600023,106.711234,15.0,0,19
2.14286,39.992258,116.484573,8.0,0,19
1.29167,39.919614,116.451179,8.0,0,19
1.5,39.880608,116.466821,8.0,0,19
1.5625,26.600023,106.711234,15.0,0,19
1.61111,26.58533,106.720074,15.0,0,19
1.2,26.586553,106.707252,15.0,0,19
1.20833,39.919614,116.451179,7.0,0,19
1.84615,39.992258,116.484573,7.0,0,19
1.58824,26.600023,106.711234,14.0,0,19
1.52941,26.58533,106.720074,14.0,0,19
1.3,26.586553,106.707252,14.0,0,19
1.16667,39.919614,116.451179,7.0,0,20
1.55556,39.880608,116.466821,7.0,0,20
1.73684,39.992258,116.484573,7.0,0,20
1.42105,26.58533,106.720074,14.0,0,20
1.5,26.586553,106.707252,14.0,0,20
1.13333,26.600023,106.711234,14.0,0,20
1.07692,26.586553,106.707252,14.0,0,20
1.95455,39.992258,116.484573,7.0,0,20
1.25,39.919614,116.451179,7.0,0,20
1.25,39.880608,116.466821,7.0,0,20
1.11765,26.58533,106.720074,14.0,0,20
1.2,26.600023,106.711234,14.0,0,20
1.3,26.586553,106.707252,14.0,0,20
1.5,39.919614,116.451179,7.0,0,20
1.25,39.880608,116.466821,7.0,0,20
1.7619,39.992258,116.484573,7.0,0,20
1.13636,39.919614,116.451179,7.0,0,20
1.29412,26.58533,106.720074,12.0,0,20
1.13333,26.586553,106.707252,12.0,0,20
1.3125,26.600023,106.711234,12.0,0,20
1.04167,39.919614,116.451179,7.0,0,21
1.625,39.880608,116.466821,7.0,0,21
1.35,39.992258,116.484573,7.0,0,21
1.0,26.600023,106.711234,12.0,0,21
1.25806,26.586553,106.707252,12.0,0,21
1.05882,26.58533,106.720074,12.0,0,21
1.25,39.880608,116.466821,7.0,0,21
1.31579,39.992258,116.484573,7.0,0,21
1.08333,39.919614,116.451179,7.0,0,21
1.35294,26.58533,106.720074,12.0,0,21
1.13333,26.600023,106.711234,12.0,0,21
1.2,26.586553,106.707252,12.0,0,21
1.31579,39.992258,116.484573,7.0,0,21
1.25,39.880608,116.466821,7.0,0,21
1.08333,39.919614,116.451179,7.0,0,21
1.33333,26.58533,106.720074,10.0,0,21
1.13333,26.586553,106.707252,10.0,0,21
1.0,26.58533,106.720074,10.0,0,21
1.06667,26.600023,106.711234,10.0,0,21
1.26316,39.992258,116.484573,5.0,0,22
1.04167,39.919614,116.451179,5.0,0,22
1.25,39.880608,116.466821,5.0,0,22
1.13333,26.600023,106.711234,10.0,0,22
1.22581,26.586553,106.707252,10.0,0,22
1.11765,26.58533,106.720074,10.0,0,22
2.0,39.992258,116.484573,5.0,0,22
1.16667,39.919614,116.451179,5.0,0,22
1.14286,39.992258,116.484573,5.0,0,22
1.0,39.880608,116.466821,5.0,0,22
1.06667,26.600023,106.711234,10.0,0,22
1.29412,26.58533,106.720074,10.0,0,22
1.13333,26.586553,106.707252,10.0,0,22
1.26316,39.992258,116.484573,5.0,0,22
1.08333,39.919614,116.451179,5.0,0,22
1.0,39.880608,116.466821,5.0,0,22
1.0,26.58533,106.720074,9.0,0,22
1.0,26.600023,106.711234,9.0,0,22
1.03333,26.586553,106.707252,9.0,0,22
1.0,39.880608,116.466821,4.0,0,23
1.16667,39.919614,116.451179,4.0,0,23
1.0,39.992258,116.484573,4.0,0,23
1.11765,26.58533,106.720074,9.0,0,23
1.125,39.919614,116.451179,4.0,0,23
1.0,39.880608,116.466821,4.0,0,23
1.0,39.992258,116.484573,4.0,0,23
1.0,39.992258,116.484573,4.0,0,23
1.0,39.880608,116.466821,4.0,0,23
1.08333,39.919614,116.451179,4.0,0,23
1.08333,39.919614,116.451179,3.0,1,0
1.0,39.992258,116.484573,3.0,1,0
1.0,39.880608,116.466821,3.0,1,0
1.23529,26.58533,106.720074,6.0,1,10
1.0,39.919614,116.451179,12.0,1,10
1.125,39.880608,116.466821,12.0,1,10
1.06667,26.600023,106.711234,6.0,1,10
1.45,39.992258,116.484573,12.0,1,10
1.13333,26.586553,106.707252,6.0,1,10
1.06667,26.600023,106.711234,6.0,1,11
1.45,39.992258,116.484573,12.0,1,11
1.04167,39.919614,116.451179,12.0,1,11
1.17647,26.58533,106.720074,6.0,1,11
1.25806,26.586553,106.707252,6.0,1,11
1.375,39.880608,116.466821,12.0,1,11
1.04167,39.919614,116.451179,12.0,1,11
1.11765,26.58533,106.720074,6.0,1,11
1.0,26.586553,106.707252,6.0,1,11
1.125,39.880608,116.466821,12.0,1,11
1.35,39.992258,116.484573,12.0,1,11
1.13333,26.600023,106.711234,6.0,1,11
1.24,26.586553,106.707252,6.0,1,11
1.45,39.992258,116.484573,12.0,1,11
1.25,39.880608,116.466821,12.0,1,11
1.08333,39.919614,116.451179,12.0,1,11
1.13333,26.600023,106.711234,6.0,1,11
1.17647,26.58533,106.720074,6.0,1,11
1.26667,26.586553,106.707252,6.0,1,11
1.16667,39.919614,116.451179,17.0,1,15
1.47368,39.992258,116.484573,17.0,1,15
1.47368,26.58533,106.720074,6.0,1,15
1.08333,26.600023,106.711234,6.0,1,15
1.2,26.586553,106.707252,6.0,1,15
1.625,39.880608,116.466821,17.0,1,15
1.0,26.600023,106.711234,6.0,1,15
1.08333,39.919614,116.451179,17.0,1,15
2.11111,39.880608,116.466821,17.0,1,15
1.0,39.919614,116.451179,17.0,1,15
1.36842,39.992258,116.484573,17.0,1,15
1.35,26.58533,106.720074,6.0,1,15
1.1875,26.600023,106.711234,6.0,1,15
1.23333,26.586553,106.707252,6.0,1,15
1.61905,39.992258,116.484573,17.0,1,15
1.41935,26.586553,106.707252,6.0,1,15
2.11111,39.880608,116.466821,17.0,1,15
1.27778,26.58533,106.720074,6.0,1,15
1.16667,39.919614,116.451179,17.0,1,15
1.13333,26.600023,106.711234,6.0,1,15
1.29412,26.58533,106.720074,6.0,1,16
1.125,39.919614,116.451179,17.0,1,16
1.36842,39.992258,116.484573,17.0,1,16
1.06667,26.600023,106.711234,6.0,1,16
1.44444,39.880608,116.466821,17.0,1,16
1.5,26.586553,106.707252,6.0,1,16
1.77273,39.992258,116.484573,17.0,1,16
1.35294,26.600023,106.711234,6.0,1,16
1.375,39.880608,116.466821,17.0,1,16
1.08333,39.919614,116.451179,17.0,1,16
1.32258,26.586553,106.707252,6.0,1,16
1.17647,26.58533,106.720074,6.0,1,16
1.25,26.586553,106.707252,6.0,1,16
1.38889,26.58533,106.720074,6.0,1,16
1.5,39.880608,116.466821,17.0,1,16
1.5,39.992258,116.484573,17.0,1,16
1.04167,39.919614,116.451179,17.0,1,16
1.0,26.586553,106.707252,6.0,1,16
1.06667,26.600023,106.711234,6.0,1,16
1.55556,39.992258,116.484573,17.0,1,17
1.125,39.919614,116.451179,17.0,1,17
1.52941,26.58533,106.720074,7.0,1,17
1.77778,39.880608,116.466821,17.0,1,17
1.0,39.992258,116.484573,17.0,1,17
1.1,26.586553,106.707252,7.0,1,17
1.2,26.600023,106.711234,7.0,1,17
1.125,39.880608,116.466821,17.0,1,17
1.125,39.919614,116.451179,17.0,1,17
1.85,26.58533,106.720074,7.0,1,17
1.06667,26.586553,106.707252,7.0,1,17
1.25,26.600023,106.711234,7.0,1,17
1.55,39.992258,116.484573,17.0,1,17
1.23333,26.586553,106.707252,7.0,1,17
2.11111,39.880608,116.466821,17.0,1,17
1.08333,39.919614,116.451179,17.0,1,17
1.52632,39.992258,116.484573,17.0,1,17
1.13333,26.600023,106.711234,7.0,1,17
1.68421,26.58533,106.720074,7.0,1,17
1.72727,39.992258,116.484573,16.0,1,18
1.25,39.880608,116.466821,16.0,1,18
2.14286,26.58533,106.720074,7.0,1,18
1.08333,39.919614,116.451179,16.0,1,18
1.125,39.919614,116.451179,16.0,1,18
1.72727,39.992258,116.484573,16.0,1,18
2.0,39.880608,116.466821,16.0,1,18
2.0,39.880608,116.466821,16.0,1,18
1.25,39.919614,116.451179,16.0,1,18
1.68182,39.992258,116.484573,16.0,1,18
1.33333,39.919614,116.451179,14.0,1,19
1.0,39.919614,116.451179,14.0,1,19
1.0,39.880608,116.466821,14.0,1,19
1.36842,39.992258,116.484573,14.0,1,19
1.125,39.919614,116.451179,14.0,1,19
1.125,39.880608,116.466821,14.0,1,19
1.3,39.992258,116.484573,14.0,1,19
1.0,39.880608,116.466821,14.0,1,19
1.20833,39.919614,116.451179,14.0,1,19
1.38095,39.992258,116.484573,14.0,1,19
1.125,39.880608,116.466821,13.0,1,20
1.0,39.919614,116.451179,13.0,1,20
1.25,39.992258,116.484573,13.0,1,20
1.33333,26.58533,106.720074,6.0,1,20
1.0,26.600023,106.711234,6.0,1,20
1.13333,26.586553,106.707252,6.0,1,20
1.4,39.992258,116.484573,13.0,1,20
1.0,39.880608,116.466821,13.0,1,20
1.08333,39.919614,116.451179,13.0,1,20
1.1,26.586553,106.707252,6.0,1,20
1.22222,26.58533,106.720074,6.0,1,20
1.13333,26.600023,106.711234,6.0,1,20
1.04167,39.919614,116.451179,13.0,1,20
1.0,39.992258,116.484573,13.0,1,20
1.125,39.880608,116.466821,13.0,1,20
1.2,26.586553,106.707252,5.0,1,20
1.36842,26.58533,106.720074,5.0,1,20
1.35294,26.600023,106.711234,5.0,1,20
1.25,39.919614,116.451179,11.0,1,21
1.0,39.992258,116.484573,11.0,1,21
1.0,39.919614,116.451179,11.0,1,21
1.0,39.880608,116.466821,11.0,1,21
1.44444,26.58533,106.720074,5.0,1,21
1.06667,26.600023,106.711234,5.0,1,21
1.1,26.586553,106.707252,5.0,1,21
1.08333,39.919614,116.451179,11.0,1,21
1.0,39.992258,116.484573,11.0,1,21
1.0,39.880608,116.466821,11.0,1,21
1.23529,26.58533,106.720074,5.0,1,21
1.16667,26.586553,106.707252,5.0,1,21
1.0,26.600023,106.711234,5.0,1,21
1.08333,39.919614,116.451179,11.0,1,21
1.0,39.880608,116.466821,11.0,1,21
1.0,39.992258,116.484573,11.0,1,21
1.0,26.58533,106.720074,5.0,1,21
1.26667,26.586553,106.707252,5.0,1,22
1.375,26.58533,106.720074,5.0,1,22
1.13333,26.600023,106.711234,5.0,1,22
1.0,39.992258,116.484573,9.0,1,22
1.08333,39.919614,116.451179,9.0,1,22
1.0,39.880608,116.466821,9.0,1,22
1.2,26.586553,106.707252,5.0,1,22
1.0,26.600023,106.711234,5.0,1,22
1.22222,26.58533,106.720074,5.0,1,22
1.0,39.880608,116.466821,9.0,1,22
1.125,39.919614,116.451179,9.0,1,22
1.0,39.992258,116.484573,9.0,1,22
1.23529,26.58533,106.720074,5.0,1,22
1.16667,26.586553,106.707252,5.0,1,22
1.0,26.600023,106.711234,5.0,1,22
1.0,39.880608,116.466821,9.0,1,22
1.0,39.992258,116.484573,9.0,1,22
1.16667,39.919614,116.451179,9.0,1,22
1.27778,26.58533,106.720074,5.0,1,23
1.0,26.600023,106.711234,5.0,1,23
1.06667,26.586553,106.707252,5.0,1,23
1.125,39.919614,116.451179,11.0,1,23
1.0,39.919614,116.451179,11.0,1,23
1.0,39.992258,116.484573,11.0,1,23
1.0,39.880608,116.466821,11.0,1,23
1.06667,26.586553,106.707252,5.0,1,23
1.11765,26.58533,106.720074,5.0,1,23
1.0,26.600023,106.711234,5.0,1,23
1.0,39.880608,116.466821,11.0,1,23
1.0,39.992258,116.484573,11.0,1,23
1.04167,39.919614,116.451179,11.0,1,23
1.07692,26.58533,106.720074,5.0,1,23
1.03333,26.586553,106.707252,5.0,1,23
1.0,26.58533,106.720074,5.0,1,23
1.0,26.600023,106.711234,5.0,1,23
1.0,39.880608,116.466821,11.0,1,23
1.04167,39.919614,116.451179,11.0,1,23
1.0,39.992258,116.484573,11.0,1,23
1.0,26.586553,106.707252,5.0,1,0
1.0,26.600023,106.711234,5.0,1,0
1.0,26.58533,106.720074,5.0,1,0
1.0,39.992258,116.484573,10.0,1,0
1.0,39.880608,116.466821,10.0,1,0
1.04167,39.919614,116.451179,10.0,1,0
1.0,26.58533,106.720074,5.0,1,0
1.03333,26.586553,106.707252,5.0,1,0
1.0,26.600023,106.711234,5.0,1,0
1.0,39.992258,116.484573,10.0,1,0
1.0,39.880608,116.466821,10.0,1,0
1.04167,39.919614,116.451179,10.0,1,0
1.84848,45.77229,126.624968,9.0,1,12
1.33333,26.58533,106.720074,5.0,1,12
1.56,20.043505,110.341464,26.0,1,12
1.09524,45.767358,126.655482,9.0,1,12
1.31818,20.035734,110.322357,26.0,1,12
1.69231,20.039288,110.352809,26.0,1,12
1.0,45.77229,126.624968,9.0,1,12
1.03571,45.75604,126.65613,9.0,1,12
1.0,39.919614,116.451179,12.0,1,12
1.0,39.880608,116.466821,12.0,1,12
1.4,39.992258,116.484573,12.0,1,12
1.4375,26.600023,106.711234,5.0,1,12
1.13333,26.58533,106.720074,5.0,1,12
1.06667,26.586553,106.707252,5.0,1,12
1.3913,20.043505,110.341464,27.0,1,13
1.58333,20.039288,110.352809,27.0,1,13
1.0,45.75604,126.65613,11.0,1,13
1.78947,45.77229,126.624968,11.0,1,13
1.04762,20.035734,110.322357,27.0,1,13
1.04762,45.767358,126.655482,11.0,1,13
1.26667,26.600023,106.711234,5.0,1,13
1.27778,26.58533,106.720074,5.0,1,13
1.31579,39.992258,116.484573,14.0,1,13
1.35484,26.586553,106.707252,5.0,1,13
1.0,39.880608,116.466821,14.0,1,13
1.0,39.919614,116.451179,14.0,1,13
1.1,45.767358,126.655482,11.0,1,13
1.14286,20.043505,110.341464,27.0,1,13
1.0,20.035734,110.322357,27.0,1,13
2.02632,45.77229,126.624968,11.0,1,13
1.33333,20.039288,110.352809,27.0,1,13
1.03571,45.75604,126.65613,11.0,1,13
1.4375,26.586553,106.707252,5.0,1,13
1.26667,26.600023,106.711234,5.0,1,13
1.22222,26.58533,106.720074,5.0,1,13
1.07143,45.75604,126.65613,11.0,1,13
1.40909,45.767358,126.655482,11.0,1,13
1.13333,20.043505,110.341464,27.0,1,13
1.0,20.035734,110.322357,27.0,1,13
2.05128,45.77229,126.624968,11.0,1,13
1.1,20.039288,110.352809,27.0,1,13
1.0,20.043505,110.341464,27.0,1,13
1.19355,26.586553,106.707252,5.0,1,13
1.17647,26.58533,106.720074,5.0,1,13
1.2,26.600023,106.711234,5.0,1,13
1.36842,39.992258,116.484573,14.0,1,13
1.125,39.880608,116.466821,14.0,1,13
1.0,39.919614,116.451179,14.0,1,13
2.02564,45.77229,126.624968,12.0,1,14
1.0,45.767358,126.655482,12.0,1,14
1.69231,20.039288,110.352809,27.0,1,14
1.0,45.75604,126.65613,12.0,1,14
1.05,20.043505,110.341464,27.0,1,14
1.0,20.035734,110.322357,27.0,1,14
1.0,26.600023,106.711234,6.0,1,14
1.23529,26.58533,106.720074,6.0,1,14
1.0,26.586553,106.707252,6.0,1,14
1.375,26.600023,106.711234,6.0,1,14
1.375,39.880608,116.466821,14.0,1,14
1.42105,39.992258,116.484573,14.0,1,14
1.08333,39.919614,116.451179,14.0,1,14
1.0,45.75604,126.65613,12.0,1,14
1.0,45.767358,126.655482,12.0,1,14
1.66667,20.039288,110.352809,27.0,1,14
1.09524,20.035734,110.322357,27.0,1,14
2.125,45.77229,126.624968,12.0,1,14
1.09524,20.043505,110.341464,27.0,1,14
1.42105,39.992258,116.484573,14.0,1,14
1.0,39.919614,116.451179,14.0,1,14
1.1,26.586553,106.707252,6.0,1,14
1.33333,26.58533,106.720074,6.0,1,14
1.25,39.880608,116.466821,14.0,1,14
1.1875,26.600023,106.711234,6.0,1,14
1.21429,45.767358,126.655482,12.0,1,14
2.14286,45.77229,126.624968,12.0,1,14
1.09091,20.035734,110.322357,27.0,1,14
1.14286,45.767358,126.655482,12.0,1,14
1.4,20.039288,110.352809,27.0,1,14
1.0,20.043505,110.341464,27.0,1,14
1.05,45.75604,126.65613,12.0,1,14
1.27778,39.992258,116.484573,14.0,1,14
1.17647,26.58533,106.720074,6.0,1,14
1.13333,26.586553,106.707252,6.0,1,14
1.125,45.75604,126.65613,12.0,1,14
1.13333,26.600023,106.711234,6.0,1,14
1.5,20.043505,110.341464,27.0,1,14
1.04167,39.919614,116.451179,14.0,1,14
1.375,39.880608,116.466821,14.0,1,14
1.0,39.992258,116.484573,14.0,1,14
1.16667,26.586553,106.707252,7.0,1,15
2.05128,45.77229,126.624968,13.0,1,15
1.04762,20.035734,110.322357,29.0,1,15
1.27778,26.58533,106.720074,7.0,1,15
1.13333,26.600023,106.711234,7.0,1,15
1.63636,20.039288,110.352809,29.0,1,15
1.03571,45.75604,126.65613,13.0,1,15
1.19048,20.043505,110.341464,29.0,1,15
1.19048,45.767358,126.655482,13.0,1,15
1.0,39.919614,116.451179,14.0,1,15
1.125,39.880608,116.466821,14.0,1,15
1.4,39.992258,116.484573,14.0,1,15
1.45455,20.039288,110.352809,29.0,1,15
1.86111,45.77229,126.624968,13.0,1,15
1.14286,45.767358,126.655482,13.0,1,15
1.27778,26.58533,106.720074,7.0,1,15
1.07143,45.75604,126.65613,13.0,1,15
1.0,20.035734,110.322357,29.0,1,15
1.18182,20.043505,110.341464,29.0,1,15
1.25,26.586553,106.707252,7.0,1,15
1.625,39.880608,116.466821,14.0,1,15
1.47368,39.992258,116.484573,14.0,1,15
1.47059,26.600023,106.711234,7.0,1,15
1.15385,26.586553,106.707252,7.0,1,15
1.04167,39.919614,116.451179,14.0,1,15
1.0,20.035734,110.322357,29.0,1,15
1.77778,45.77229,126.624968,13.0,1,15
1.0,45.75604,126.65613,13.0,1,15
1.18182,45.767358,126.655482,13.0,1,15
1.5,20.043505,110.341464,29.0,1,15
2.0,20.039288,110.352809,29.0,1,15
1.44444,39.880608,116.466821,14.0,1,15
1.25,26.600023,106.711234,7.0,1,15
1.0,39.919614,116.451179,14.0,1,15
1.47368,39.992258,116.484573,14.0,1,15
1.05882,26.58533,106.720074,7.0,1,15
1.1,26.586553,106.707252,7.0,1,15
1.67568,45.77229,126.624968,13.0,1,16
1.76923,20.039288,110.352809,29.0,1,16
1.15789,45.767358,126.655482,13.0,1,16
1.09524,20.035734,110.322357,29.0,1,16
1.13636,20.043505,110.341464,29.0,1,16
1.0,45.767358,126.655482,13.0,1,16
1.11765,26.58533,106.720074,8.0,1,16
1.0,45.75604,126.65613,13.0,1,16
1.04167,39.919614,116.451179,15.0,1,16
1.0,39.880608,116.466821,15.0,1,16
1.47368,39.992258,116.484573,15.0,1,16
1.2,26.600023,106.711234,8.0,1,16
1.13333,26.586553,106.707252,8.0,1,16
1.4,20.039288,110.352809,29.0,1,16
1.29167,20.035734,110.322357,29.0,1,16
1.375,20.043505,110.341464,29.0,1,16
1.22727,45.767358,126.655482,13.0,1,16
1.04167,39.919614,116.451179,15.0,1,16
1.31579,26.58533,106.720074,8.0,1,16
1.25,39.880608,116.466821,15.0,1,16
1.03571,45.75604,126.65613,13.0,1,16
1.55,39.992258,116.484573,15.0,1,16
1.61111,45.77229,126.624968,13.0,1,16
1.03333,26.586553,106.707252,8.0,1,16
1.2,26.600023,106.711234,8.0,1,16
1.0,20.035734,110.322357,29.0,1,16
1.05882,26.58533,106.720074,8.0,1,16
